User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Ticker Report,@TickerReport,2018-08-23T05:42:53.000Z,"Ticker Report
@TickerReport
·
Aug 23, 2018Q4 2018 Earnings Forecast for FMC Corp $FMC Issued By First Analysis http://tickerreport.com/?p=3743737",,,
Watchlist News,@WatchlistN,2018-08-23T05:42:50.000Z,"Watchlist News
@WatchlistN
·
Aug 23, 2018Q4 2018 Earnings Forecast for FMC Corp $FMC Issued By First Analysis http://zpr.io/6Aepz",,,
BabbleOnBrooke,@BabbleOnBrooke,2018-08-22T22:18:36.000Z,"BabbleOnBrooke
@BabbleOnBrooke
·
Aug 23, 2018Replying to 
@PCOSGurl
 @PECOconnect
 and 7 others",,1.0,3
PCOSGurl (Ashley),@PCOSGurl,2018-08-22T22:16:13.000Z,"PCOSGurl (Ashley)
@PCOSGurl
·
Aug 23, 2018Replying to 
@BabbleOnBrooke
 @PECOconnect
 and 5 others",1.0,,2
BabbleOnBrooke,@BabbleOnBrooke,2018-08-22T21:40:52.000Z,"BabbleOnBrooke
@BabbleOnBrooke
·
Aug 22, 2018This is so awesome!!! Happy to see my wonderful hometown of Philly getting so involved for #PCOS! Good stuff, 
@PECOconnect
 @FMCCorp
 @PhiladelphiaGov
!
@LACity
 - my adopted home - will you participate? Can we light up the 
@usbank
 bldg for this? 
@pcoschallenge
 #health #advocate",1.0,1.0,6
FMC Corporation,@FMCCorp,2018-08-22T20:00:26.000Z,"FMC Corporation
@FMCCorp
·
Aug 22, 2018See some of what is going on at  at the 
@acsagrodiv
 poster session in Convention Center Hall D. Cheryl Liberato highlights recent FMC fungicide work at AGRO 344 and Twyla Briddell presents her work on insecticides at AGRO 345.  #ACSBoston2018v #FMCDiscoveryv",,,4
The Casual Smart,@The_CasualSmart,2018-08-22T16:51:16.000Z,"The Casual Smart
@The_CasualSmart
·
Aug 22, 2018Price Michael F Has Raised Fmc Corp. $FTI Holding By $3.42 Million; Select Income REIT $SIR's Sentiment Is 0.95 https://cardinalweekly.com/price-michael-f-has-raised-fmc-corp-fti-holding-by-3-42-million-select-income-reit-sirs-sentiment-is-0-95/…",,,
FMC Corporation,@FMCCorp,2018-08-22T16:00:43.000Z,"FMC Corporation
@FMCCorp
·
Aug 22, 2018#DYK that pre-harvest losses represent between 60% and 80% of total value chain losses mostly due to pests and lack of rainfall?",,,3
FMC Corporation,@FMCCorp,2018-08-21T12:00:16.000Z,"FMC Corporation
@FMCCorp
·
Aug 21, 2018Do you want to become a soil health expert? 
@soil_institute
 has put together an academic catalog with state agency information and legislative policies & programs to advance soil health.
https://buff.ly/2LZU5fe",,,5
VCCircle,@vccircle,2018-08-21T10:35:07.000Z,"VCCircle
@vccircle
·
Aug 21, 2018Crystal Crop Protection buys four brands from US #chemical firm 
@FMCCorp
 
 | #acquisition
https://bit.ly/2LafhK4",,,
NAVY CAPITAL,@navycapital,2018-08-21T07:02:33.000Z,"NAVY CAPITAL
@navycapital
·
Aug 21, 2018#navycapital : Crystal Crop Protection buys four brands from US #chemical firm FMCCorp 
 | #acquisition
https://bit.ly/2LafhK4",,,
VCCircle,@vccircle,2018-08-20T18:35:10.000Z,"VCCircle
@vccircle
·
Aug 20, 2018Crystal Crop Protection buys four brands from US #chemical firm 
@FMCCorp
 
 | #acquisition
https://bit.ly/2LafhK4",,,
Rocketnews,@Rocketnews1,2018-08-20T17:07:38.000Z,"Rocketnews
@Rocketnews1
·
Aug 20, 2018Is FMC Corporation a Buy? | FMC Lithium will become Livent Corp. after separating, leaving FMC Corp. to focus on agricultural solutions.

 | https://rocketnews.com/2018/08/is-fmc-corporation-a-buy/…",,,
FMC Corporation,@FMCCorp,2018-08-20T12:00:25.000Z,"FMC Corporation
@FMCCorp
·
Aug 20, 2018Check out this video and learn how pests and diseases affect the world’s food and people! #CropProtection
https://buff.ly/2LYFcco",,2.0,4
NAVY CAPITAL,@navycapital,2018-08-20T11:11:07.000Z,"NAVY CAPITAL
@navycapital
·
Aug 20, 2018#navycapital : Crystal Crop Protection buys four brands from US #chemical firm FMCCorp 
https://bit.ly/2LafhK4",,,
VCCircle,@vccircle,2018-08-20T10:35:27.000Z,"VCCircle
@vccircle
·
Aug 20, 2018Crystal Crop Protection buys four brands from US #chemical firm 
@FMCCorp
 
https://bit.ly/2LafhK4",,,
Enterprise Leader,@EnterpriseLeade,2018-08-20T00:44:32.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 20, 2018W.E. Donoghue & Co. LLC Invests $2.31 Million in FMC Corp $FMC Stock  http://theenterpriseleader.com/?p=1032510",,,
The Lincolnian,@ThisLincolnian,2018-08-19T14:41:25.000Z,"The Lincolnian
@ThisLincolnian
·
Aug 19, 2018FMC Corp $FMC COO Mark Douglas Acquires 4,250 Shares http://thelincolnianonline.com/?p=2282462",,,
jeff mcsymytz,@mcsymytz,2018-08-19T02:12:03.000Z,"jeff mcsymytz
@mcsymytz
·
Aug 19, 2018Replying to 
@JordanBrisebois
 @ScottKnoxAg
 and 4 others",,,
Jordan Brisebois,@JordanBrisebois,2018-08-19T01:57:51.000Z,"Jordan Brisebois
@JordanBrisebois
·
Aug 19, 2018@ScottKnoxAg
 and I received this picture from 
@AttemaAg
 today so photo credit to her.  The left is a Glyphosate burn off and the right is Authority Supreme and Aim!  I am guessing the grower is happy!  
@FMCCorp
 @Dillenbeck19
 @PaulAllan5
 @mcsymytz",,,1
Jordan Brisebois,@JordanBrisebois,2018-08-19T01:46:48.000Z,"Jordan Brisebois
@JordanBrisebois
·
Aug 19, 2018@ScottKnoxAg
 and I received this picture from 
@AttemaAg
 so thats where the credit belongs for this photo.  The left is Glyphosate and the right is Authority Supreme and Aim in from of chickpeas!  I’m thinking the grower is happy!  
@FMCCorp
 @FMCAgUS
 @mcsymytz
 @Dillenbeck19",1.0,8.0,12
Dakota Financial,@dakotafinancial,2018-08-18T16:38:06.000Z,"Dakota Financial
@dakotafinancial
·
Aug 18, 2018Mark Douglas Purchases 4,250 Shares of FMC Corp $FMC Stock http://dakotafinancialnews.com/?p=416324",,,
USA News Group,@USANewsGroup,2018-08-18T13:17:45.000Z,"USA News Group
@USANewsGroup
·
Aug 18, 2018Mark Douglas Purchases 4,250 Shares of FMC Corp (FMC) Stock https://goo.gl/5Lbesh",,,
FMC Corporation,@FMCCorp,2018-08-18T13:00:21.000Z,"FMC Corporation
@FMCCorp
·
Aug 18, 2018FMC is a Tier 1 agriculture technology company, with a full discovery engine. We have a strong culture of agility and accountability and our success is built on our top talent. See what makes it such a special place to work: https://buff.ly/2P6rYsv",,6.0,11
Watchlist News,@WatchlistN,2018-08-18T08:03:58.000Z,"Watchlist News
@WatchlistN
·
Aug 18, 2018$1.01 Billion in Sales Expected for FMC Corp $FMC This Quarter http://zpr.io/6AtPc",,,
Community Financial,@CFinancialNews,2018-08-18T08:01:13.000Z,"Community Financial
@CFinancialNews
·
Aug 18, 2018$1.01 Billion in Sales Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7709981 #markets",,,
US Banking News,@AmericanBanking,2018-08-18T08:01:12.000Z,"US Banking News
@AmericanBanking
·
Aug 18, 2018$1.01 Billion in Sales Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7709981 #stocks",,,
FMC Corporation,@FMCCorp,2018-08-17T16:01:02.000Z,"FMC Corporation
@FMCCorp
·
Aug 17, 2018Want to work for FMC? We're looking for an Associate Investigator, Formulations at Newark, DE #Job #Career",,1.0,2
VCCircle,@vccircle,2018-08-17T14:45:15.000Z,"VCCircle
@vccircle
·
Aug 17, 2018Crystal Crop may #buy brands of FMC Corp; Sun Petrochemicals eyes Assam Co. assets
http://bit.ly/2MiVE8n",,,
FMC Corporation,@FMCCorp,2018-08-17T12:15:11.000Z,"FMC Corporation
@FMCCorp
·
Aug 17, 2018Check out 
@NCGA
’s tips on how you can get involved to promote corn: https://buff.ly/2vN7Eoc",,,
NAVY CAPITAL,@navycapital,2018-08-17T07:00:48.000Z,"NAVY CAPITAL
@navycapital
·
Aug 17, 2018#navycapital : Crystal Crop may #buy brands of FMC Corp; Sun Petrochemicals eyes Assam Co. assets
http://bit.ly/2MiVE8n",,,
VCCircle,@vccircle,2018-08-17T06:46:48.000Z,"VCCircle
@vccircle
·
Aug 17, 2018Crystal Crop may #buy brands of FMC Corp; Sun Petrochemicals eyes Assam Co. assets
http://bit.ly/2MiVE8n",,,1
ResearchPool,@ResearchPool,2018-08-16T21:10:34.000Z,"ResearchPool
@ResearchPool
·
Aug 16, 2018$FMC #FMC Corp. 1 director bought/sold: A director at FMC Corp bought/sold 10,850 shares at 86.030USD and the significance rating of the trade was 62/100. Is that information sufficient for you to make an investment decision? This report gives details of… http://dlvr.it/Qg7HCB",,,
Community Financial,@CFinancialNews,2018-08-16T20:25:28.000Z,"Community Financial
@CFinancialNews
·
Aug 16, 2018FMC Corp $FMC COO Mark Douglas Purchases 4,250 Shares http://americanbankingnews.com/?p=7693807 #markets",,,
US Banking News,@AmericanBanking,2018-08-16T20:25:28.000Z,"US Banking News
@AmericanBanking
·
Aug 16, 2018FMC Corp $FMC COO Mark Douglas Purchases 4,250 Shares http://americanbankingnews.com/?p=7693807 #stocks",,,
FMC Corporation,@FMCCorp,2018-08-16T16:00:43.000Z,"FMC Corporation
@FMCCorp
·
Aug 16, 2018Learn how the latest agricultural innovations are #movingfoodforward!",,,3
Enterprise Leader,@EnterpriseLeade,2018-08-16T15:49:13.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 16, 2018Dupont Capital Management Corp Has $1.12 Million Position in FMC Corp $FMC  http://theenterpriseleader.com/?p=1110322",,,
Community Financial,@CFinancialNews,2018-08-16T14:28:25.000Z,"Community Financial
@CFinancialNews
·
Aug 16, 2018$0.97 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7689944 #markets",,,
US Banking News,@AmericanBanking,2018-08-16T14:28:24.000Z,"US Banking News
@AmericanBanking
·
Aug 16, 2018$0.97 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7689944 #stocks",,,
Raju Kapoor,@rajukap,2018-08-16T12:01:40.000Z,"Raju Kapoor
@rajukap
·
Aug 16, 2018After wreaking #havoc in Africa, #crop-destroying #worm reaches Asia. 
@FMCCorp
 can help with tools to #fight this #pest. Happy to help. 
@RadhamohanBJP
 ji, 
@icarindia
 @secretary_ca
 @AgriGoI
 @CNN
 https://cnn.it/2MiX027 #karnatakaGovernment.",,,2
FMC Corporation,@FMCCorp,2018-08-16T12:00:29.000Z,"FMC Corporation
@FMCCorp
·
Aug 16, 2018Love your soil? Nourish it with water to help ensure its yield. #WaterQualityMonth #SoilHealth
https://buff.ly/2MupPIW",,2.0,5
Enterprise Leader,@EnterpriseLeade,2018-08-16T10:17:28.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 16, 2018Janney Montgomery Scott LLC Has $4.41 Million Position in FMC Corp $FMC  http://theenterpriseleader.com/?p=1058042",,,
Dakota Financial,@dakotafinancial,2018-08-16T02:07:45.000Z,"Dakota Financial
@dakotafinancial
·
Aug 16, 2018Analysts Set FMC Corp $FMC PT at $101.07 http://dakotafinancialnews.com/?p=408736",,,
Dakota Financial,@dakotafinancial,2018-08-16T01:37:23.000Z,"Dakota Financial
@dakotafinancial
·
Aug 16, 2018Analysts Set FMC Corp $FMC PT at $101.07 http://dakotafinancialnews.com/?p=408714",,,
Enterprise Leader,@EnterpriseLeade,2018-08-16T00:31:32.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 16, 2018Fred Alger Management Inc. Purchases 39,714 Shares of FMC Corp $FMC  http://theenterpriseleader.com/?p=1009436",,,
jcmackinn,@jcmackinn,2018-08-15T21:32:13.000Z,"jcmackinn
@jcmackinn
·
Aug 15, 2018Replying to 
@jimcarr_wpg
 @FMCCorp
 and 
@VWR",,,
Daybook,@DaybookJobs,2018-08-15T21:08:41.000Z,"Daybook
@DaybookJobs
·
Aug 15, 2018Job Opportunity!

FMC Corporation seeks a Government Affairs Director based in Philadelphia. 
@FMCCorp
https://daybook.com/jobs/B9a2mBSfg3xWnofj6…",,,
Enterprise Leader,@EnterpriseLeade,2018-08-15T15:20:04.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 15, 2018FMC Corp $FMC Shares Bought by Barings LLC  http://theenterpriseleader.com/?p=1102135",,,
FMC Corporation,@FMCCorp,2018-08-15T12:15:05.000Z,"FMC Corporation
@FMCCorp
·
Aug 15, 2018#DYK a third of food produced for human consumption is lost each year to pests and diseases? FMC is committed to securing the world’s food supply safely and sustainably.",,1.0,1
Raju Kapoor,@rajukap,2018-08-15T09:23:13.000Z,"Raju Kapoor
@rajukap
·
Aug 15, 2018@FMCCorp
 is committed to providing #farmers #freedom from #pests. Our team celebrates #IndependenceDay with #Farmers at a #Chattisgarh village.",,2.0,4
Central Valley Ag,@CentralValleyAg,2018-08-14T18:30:07.000Z,"Central Valley Ag
@CentralValleyAg
·
Aug 14, 2018Our team at CVA has been doing a trial on Steward EC by 
@FMCCorp
 this summer and have seen amazing results. To learn more about the product watch the video:",,,1
Keith Gabert,@gabertccc,2018-08-14T17:34:19.000Z,"Keith Gabert
@gabertccc
·
Aug 14, 2018Great crop walk 
@mikeammeter
  discussing managing a thins stand with Murray Hartman, Cleavers with 
@FMCCorp
 @kowalcn
 , Polish canola reseeding with Mastin Seeds",,3.0,9
Stephenville Printing,@StephenvillePr3,2018-08-14T15:42:17.000Z,"Stephenville Printing
@StephenvillePr3
·
Aug 14, 2018#TuesdayThoughts 
@CityLimitsTexas
 @TwistedJLive
 @GroveSville
 @Dittfurth
 @CowboyTitle
 @FMCCorp
 @Cowboy_Capital_
 @FWBLaw
 @ETpublisher
 @tarletonstate
 @StartupPro
 @wfaalauren 
@talieplusN
 @legends_lookout
 @StphGlassHouse
 @StoutRealtor
 @BrookeJosserand
 hope you all have a great day!",,,2
FMC Corporation,@FMCCorp,2018-08-14T12:42:49.000Z,"FMC Corporation
@FMCCorp
·
Aug 14, 2018We are always proud to sponsor awesome organizations and people!",,2.0,3
Rajendra Akhani,@AkhaniRajendra,2018-08-14T12:30:13.000Z,"Rajendra Akhani
@AkhaniRajendra
·
Aug 14, 2018Replying to 
@SarahDaily2
 @FMCAgUS
 and 
@FMCCorp",,,
FMC Corporation,@FMCCorp,2018-08-14T12:15:07.000Z,"FMC Corporation
@FMCCorp
·
Aug 14, 2018#DYK that crop protection helps prevent pre-harvest losses, which directly increases profits for the farmer? #CropProtection",,,3
Coorow Ag,@agrosmyth,2018-08-14T11:59:53.000Z,"Coorow Ag
@agrosmyth
·
Aug 14, 2018@FMCCorp
 Rustler 900WDG a superior formulation 
@PBoutsalis",,,
Lexology,@lexology,2018-08-14T09:44:22.000Z,"Lexology
@lexology
·
Aug 14, 2018Delighted to launch our series of interviews with #globalcounselawards winners. Andrea Utecht, Exec V-P + GC 
@FMCCorp
, talks about what it means to win M&A Team of the Year, her in-house career & upcoming challenges for in-house lawyers:",,,
Sarah Daily,@SarahDaily2,2018-08-14T01:49:29.000Z,"Sarah Daily
@SarahDaily2
·
Aug 14, 2018Display #cotton #defoliant at 6/10ths of an ounce + 3.2 oz of Dropp and 32 oz of ethephon on the upper gulf coast #TexasCotton #Harvest18 #Agriculture #ClotheTheWorld #Fiber #Farmer  
@FMCAgUS
 @FMCCorp",1.0,2.0,9
Ally Lane,@AllyLane01,2018-08-14T01:37:07.000Z,"Ally Lane
@AllyLane01
·
Aug 14, 2018Thank you 
@FMCCorp
 for sponsoring my National Agriscience proficiency scholarship! We appreciate your support and couldn’t do it without you.",,2.0,11
FMC Corporation,@FMCCorp,2018-08-10T12:30:33.000Z,"FMC Corporation
@FMCCorp
·
Aug 10, 2018Don’t let misleading information about pesticide risk discourage you from eating your fruits and vegetables! Get the facts! #pesticidefacts 
https://buff.ly/2LCpJPP",,3.0,10
MarketBeat,@MarketBeatCom,2018-08-10T05:44:33.000Z,"MarketBeat
@MarketBeatCom
·
Aug 10, 2018Q3 2018 EPS Estimates for FMC Corp $FMC Decreased by Analyst http://zpr.io/6m2wY",,,
Howard Klein,@LithiumIonBull,2018-08-09T20:03:14.000Z,"Howard Klein
@LithiumIonBull
·
Aug 9, 2018How mining in Charlotte region could impact global demand in rising market. #lithium 
@PiedmontLithium
 $PLLL $PLL 
@AlbemarleCorp
 $ALB $FMC 
@FMCCorp
 

https://bizjournals.com/charlotte/news/2018/08/09/how-mining-in-charlotte-region-could-impact-global.html… via 
@CBJnewsroom",,1.0,6
FMC Corporation,@FMCCorp,2018-08-09T12:15:02.000Z,"FMC Corporation
@FMCCorp
·
Aug 9, 2018#DYK biotechnology has helped increase farm incomes by over $100 billion? #biotech",,,5
Transcript Daily,@TranscriptDaily,2018-08-09T07:05:25.000Z,"Transcript Daily
@TranscriptDaily
·
Aug 9, 2018Q3 2019 EPS Estimates for FMC Corp $FMC Reduced by Analyst http://zpr.io/6m9HT",,,
Storm Investor,@storminvestor,2018-08-09T07:05:17.000Z,"Storm Investor
@storminvestor
·
Aug 9, 2018Q3 2019 EPS Estimates for FMC Corp $FMC Reduced by Analyst  http://thestockobserver.com/?p=1488216 #markets",,,
CHS Agronomy,@CHSAgronomy,2018-08-08T17:00:30.000Z,"CHS Agronomy
@CHSAgronomy
·
Aug 8, 2018Insecticide for a Sustainable Acre

Insecticide is one critical component of a successful crop protection strategy:
http://bit.ly/2bEMulm via In The Furrow Blog 
@FMCCorp
 

#Agriculture
#Insecticide",,1.0,1
The Lincolnian,@ThisLincolnian,2018-08-08T13:37:36.000Z,"The Lincolnian
@ThisLincolnian
·
Aug 8, 2018FMC Corp Forecasted to Earn Q3 2019 Earnings of $1.16 Per Share $FMC http://thelincolnianonline.com/?p=2250116",,,
Community Financial,@CFinancialNews,2018-08-08T13:33:58.000Z,"Community Financial
@CFinancialNews
·
Aug 8, 2018FMC Corp Forecasted to Earn Q3 2019 Earnings of $1.16 Per Share $FMC http://americanbankingnews.com/?p=7588478 #markets",,,
US Banking News,@AmericanBanking,2018-08-08T13:33:57.000Z,"US Banking News
@AmericanBanking
·
Aug 8, 2018FMC Corp Forecasted to Earn Q3 2019 Earnings of $1.16 Per Share $FMC http://americanbankingnews.com/?p=7588478 #stocks",,,
Transcript Daily,@TranscriptDaily,2018-08-08T12:12:59.000Z,"Transcript Daily
@TranscriptDaily
·
Aug 8, 2018Q3 2018 EPS Estimates for FMC Corp Decreased by Analyst $FMC http://zpr.io/6mE4a",,,
Storm Investor,@storminvestor,2018-08-08T12:05:29.000Z,"Storm Investor
@storminvestor
·
Aug 8, 2018Q3 2018 EPS Estimates for FMC Corp Decreased by Analyst $FMC  http://thestockobserver.com/?p=1484794 #markets",,,
US Banking News,@AmericanBanking,2018-08-08T12:03:34.000Z,"US Banking News
@AmericanBanking
·
Aug 8, 2018Q3 2018 EPS Estimates for FMC Corp Decreased by Analyst $FMC http://americanbankingnews.com/?p=7587807 #stocks",,,
18d.Media,@18dMedia,2018-08-08T12:03:07.000Z,"18d.Media
@18dMedia
·
Aug 8, 2018Jim Cramer Weighs In On Canopy Growth, FMC Corp, Vivint Solar And More http://dlvr.it/QfBxSn",,1.0,
FMC Corporation,@FMCCorp,2018-08-08T12:00:29.000Z,"FMC Corporation
@FMCCorp
·
Aug 8, 2018Learn how biotechnology helps feed the world here! #FeedingtheWorld",,3.0,5
Enterprise Leader,@EnterpriseLeade,2018-08-08T11:16:08.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 8, 2018North Star Investment Management Corp. Buys Shares of 1,300 FMC Corp $FMC  http://theenterpriseleader.com/?p=1010392",,,
Dakota Financial,@dakotafinancial,2018-08-08T08:32:32.000Z,"Dakota Financial
@dakotafinancial
·
Aug 8, 2018Q3 2018 Earnings Estimate for FMC Corp Issued By Jefferies Financial Group $FMC http://dakotafinancialnews.com/?p=384496",,,
MarketBeat,@MarketBeatCom,2018-08-08T07:00:45.000Z,"MarketBeat
@MarketBeatCom
·
Aug 8, 2018Thompson Davis & CO. Inc. Buys 1,075 Shares of FMC Corp $FMC https://ift.tt/2ATwiIM",,,
Howard Klein,@LithiumIonBull,2018-08-08T04:03:44.000Z,"Howard Klein
@LithiumIonBull
·
Aug 8, 2018Nice to see @KenBPilbara $PLS on 
@CNBC
 @diggersndealers
.  

Will we see his similarly adept Livent counterpart 
@FMCCorp
 $FMC on 
@MadMoneyOnCNBC
 this October? 

Pilbara Minerals on the demand for #lithium
https://cnb.cx/2OixyHc",,2.0,15
Joe Lowry,@globallithium,2018-08-07T22:19:44.000Z,"Joe Lowry
@globallithium
·
Aug 8, 2018Replying to 
@LithiumIonBull
 @howardklein10
 and 
@FMCCorp",,,1
Joe Lowry,@globallithium,2018-08-07T22:17:34.000Z,"Joe Lowry
@globallithium
·
Aug 8, 2018Replying to 
@LithiumIonBull
 @howardklein10
 and 
@FMCCorp",,,2
